Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
RB DRESDEN ;;;;;;;;;;;;;;;;;;;;;
14612 DRESDEN, STADT ;213041;158508;51533;2481;;;765;7028;35613;33629;88191;45663;238;560;394;4005;10708;17305;18472;160;244
14625 BAUTZEN ;178511;138039;38028;2214;;;283;7619;36294;30078;73035;28824;147;1109;362;3552;9680;13644;10419;92;218
14626 GOERLITZ ;142563;114531;26410;1437;;;202;6291;31362;24062;58255;20597;77;825;329;2828;6988;9491;6486;48;178
14627 MEISSEN ;132502;100912;29908;1500;;;258;6296;26485;21763;54312;21774;130;683;307;2920;7604;10750;8020;72;162
14628 SAECHS.SCHWEIZ-OSTERZGEB. ;136283;106591;28065;1448;;;281;5682;26850;23475;56579;21820;96;761;301;2860;7255;9885;7471;57;176
RB ZUSAMMEN ;802900;618581;173944;9080;;;1789;32916;156604;133007;330372;138678;688;3938;1693;16165;42235;61075;50868;429;978
RB LEIPZIG ;;;;;;;;;;;;;;;;;;;;;
14713 LEIPZIG, STADT ;203571;157598;42717;3195;;;646;7670;35009;32276;85499;40892;236;453;221;2599;9066;15286;15073;154;192
14729 LEIPZIG ;146525;110715;33297;2514;;;193;5936;26537;24029;62822;25147;135;682;286;2739;8034;12579;9357;102;136
14730 NORDSACHSEN ;111459;84514;25570;1362;;;144;5115;21045;17981;47111;18147;101;481;250;2204;6318;9722;6797;71;126
RB ZUSAMMEN ;461555;352827;101584;7071;;;983;18721;82591;74286;195432;84186;472;1616;757;7542;23418;37587;31227;327;454
LAND INSGESAMT ;2084165;1604949;451692;25696;;;3972;76840;376240;340835;886331;376274;1741;9297;3874;39421;107680;162087;134306;1117;2134
SACHSEN-ANHALT ;SACHSEN-ANHALT;;;;;;;;;;;;;SACHSEN-ANHALT;;;;;;;
15001 DESSAU-ROßLAU,STADT ;41975;33221;8078;711;;;92;1565;7504;6925;17856;7714;48;107;66;634;1900;2932;2452;29;38
15002 HALLE (SAALE),STADT ;90113;71097;17561;1377;;;247;3211;14964;13934;39084;18042;95;187;123;1095;3636;6570;5951;63;63
15003 MAGDEBURG, STADT ;104153;80304;22536;1253;;;210;3620;17892;16227;43222;20699;146;568;183;1499;4680;7972;7915;99;128
15081 ALTMARKKREIS SALZWEDEL ;50198;36047;13514;612;;;52;2365;10801;8310;20852;7016;43;311;156;1662;3554;5015;2946;33;101
15082 ANHALT-BITTERFELD ;92998;73395;18657;903;;;111;3886;17024;15157;40161;15732;58;268;195;1530;4518;7033;5219;39;68
15083 BOERDE ;103068;77062;24569;1440;;;71;3820;19409;16489;45581;16446;91;262;239;2368;6028;9510;6181;66;84
15084 BURGENLANDKREIS ;100952;78283;21150;1577;;;137;3725;17899;16602;44277;17322;64;243;174;1724;5167;8149;5761;39;69
15085 HARZ ;120331;90032;28501;1928;;;160;4230;21440;19133;52939;21076;87;344;270;2621;7041;10846;7456;57;115
15086 JERICHOWER LAND ;53414;39821;12963;620;;;72;2237;10348;9260;22095;8102;58;347;147;1314;3423;4824;3059;42;95
15087 MANSFELD-SUEDHARZ ;80702;61562;18241;808;;;135;3009;13647;12984;35800;14235;66;244;177;1381;4304;7124;5083;39;81
15088 SAALEKREIS ;111086;84904;24487;1626;;;176;3985;18712;18093;48461;20481;133;436;233;1886;5706;9119;7295;87;112
15089 SALZLANDKREIS ;104401;81508;21289;1658;;;116;4033;19264;16896;45443;17770;72;275;209;1735;4989;8319;5852;57;78
15090 STENDAL ;62616;45634;16207;759;;;74;3064;13278;11076;25546;8581;32;372;220;1830;4391;6156;3454;20;106
15091 WITTENBERG ;74573;58144;15463;1003;;;136;3565;14955;12605;30576;11837;72;291;162;1499;3931;5856;3843;49;76
LAND INSGESAMT ;1190580;911014;263216;16275;;;1789;46315;217137;193691;511893;205053;1065;4255;2554;22778;63268;99425;72467;719;1214
SCHLESWIG-HOLSTEIN ;SCHLESWIG-HOLSTEIN;;;;;;;;;;;;;SCHLESWIG-HOLSTEIN;;;;;;;
01001 FLENSBURG,STADT ;39840;26168;13167;472;;;71;1320;7150;6336;16589;7797;50;172;177;1490;3036;4496;3721;38;96
01002 KIEL,STADT ;101100;70599;29308;1101;;;223;4051;20034;15954;39587;19685;93;778;602;3567;6769;9039;8706;65;408
01003 LUEBECK,STADT ;91022;65723;24192;1214;;;124;4225;18772;14051;35897;16468;136;579;491;2866;5615;7745;6982;87;275
01004 NEUMUENSTER,STADT ;38558;26957;11075;633;;;56;1517;8149;6507;15013;6823;39;133;172;1295;2648;3767;3031;23;66
01051 DITHMARSCHEN ;73653;48468;24364;825;;;79;3175;17005;12868;28776;10619;131;449;446;4045;6661;8187;4549;109;208
01053 HERZOGTUM LAUENBURG ;103970;72166;30211;1672;;;139;4470;19996;17103;43226;17370;99;733;556;3763;7764;10749;6814;72;364
01054 NORDFRIESLAND ;93095;61152;30784;1297;;;103;3836;20340;16351;36290;14438;94;423;590;5129;8352;9786;6318;66;224
01055 OSTHOLSTEIN ;113917;80507;32001;1508;;;118;4940;22607;18009;46996;19306;101;852;655;4415;8173;10618;7507;66;417
01056 PINNEBERG ;160804;115308;43654;1827;;;258;5799;29169;25352;66513;31385;217;505;702;5011;10621;14240;12307;135;246
01057 PLOEN ;72469;49965;21694;772;;;94;2905;15185;12386;29397;11388;53;362;438;3284;5958;7279;4312;29;195
01058 RENDSBURG-ECKERNFOERDE ;155312;101630;51640;2049;;;216;5890;31462;26700;62912;25691;159;723;895;7456;13502;17492;11373;104;354
01059 SCHLESWIG-FLENSBURG ;113231;71282;40338;1583;;;96;4397;25050;20902;45021;15916;87;537;689;6310;11295;13929;7399;58;269
01060 SEGEBERG ;150737;103535;45100;2039;;;269;5480;28018;25249;62162;27497;151;711;745;5322;11211;15065;12008;111;359
01061 STEINBURG ;73476;50037;22374;1151;;;83;2926;15046;12539;29823;11799;54;508;407;3167;5865;7676;4834;32;269
01062 STORMARN ;136595;94257;40557;1724;;;255;5165;23559;21303;55847;27955;176;940;640;4364;9184;13165;12475;134;421
LAND INSGESAMT ;1517779;1037754;460459;19867;;;2184;60096;301542;251610;614049;264137;1640;8405;8205;61484;116654;153233;112336;1129;4171
THUERINGEN ;;;;;;;;;;;;;;;;;;;;;
16051 ERFURT, STADT ;90452;66076;23017;1507;;;190;2861;15071;13569;37822;20171;92;177;177;1680;4494;7734;8730;72;59
16052 GERA, STADT ;44863;34038;10105;681;;;86;1313;7186;7209;19473;9122;33;105;56;746;2305;3730;3195;19;20
16053 JENA, STADT ;42682;30835;11244;572;;;124;1482;6597;6653;17778;9550;56;248;82;779;2272;3759;4219;40;73
16054 SUHL, STADT ;19771;14446;5056;217;;;64;436;2393;2795;8940;5001;25;26;31;378;1030;1748;1832;14;8
16055 WEIMAR, STADT ;27488;20156;6889;416;;;72;984;4592;4233;11420;5867;54;140;55;576;1520;2344;2308;19;50
16056 EISENACH, STADT ;20556;15543;4714;300;;;24;548;3097;3124;8749;4706;27;125;41;390;1011;1632;1582;14;37
16061 EICHSFELD ;58562;42061;15489;1216;;;31;1946;9976;9527;25834;10233;63;367;139;1438;3910;5710;4120;45;88
16062 NORDHAUSEN ;46652;35596;10304;760;;;66;1660;8612;7742;20253;7862;45;202;78;957;2655;3827;2694;25;49
16063 WARTBURGKREIS ;75203;55708;18377;1170;;;63;2287;12637;12510;33804;13078;42;490;142;1721;4487;7040;4845;27;86
16064 UNSTRUT-HAINICH-KREIS ;55073;40926;13160;1029;;;53;1867;10343;9321;23617;9248;54;136;120;1272;3393;4720;3534;35;43
16065 KYFFHAEUSERKREIS ;44394;33964;9814;626;;;31;1889;8624;7391;18763;6929;29;142;92;971;2397;3730;2519;20;52
16066 SCHMALKALDEN-MEININGEN ;73955;53128;19817;1013;;;108;2233;11945;12107;32763;13883;64;415;142;1794;4709;7439;5567;38;99
16067 GOTHA ;73249;55221;17015;1052;;;101;2284;12676;11950;32097;13335;61;243;154;1564;4108;6137;4898;42;73
16068 SOEMMERDA ;39487;29523;9461;522;;;42;1606;7194;6346;17328;6486;37;117;85;884;2353;3581;2462;29;35
16069 HILDBURGHAUSEN ;39488;28098;10906;501;;;34;1124;6522;6235;17814;7365;27;117;79;1003;2583;4158;3028;15;23
16070 ILM-KREIS ;58389;42553;14984;889;;;90;1757;9631;9379;25416;11344;61;221;117;1245;3493;5425;4557;45;60
16071 WEIMARER-LAND ;46803;34625;11457;739;;;72;1681;8262;7391;19821;8576;34;175;96;1087;2717;4176;3242;27;63
16072 SONNEBERG ;33327;25763;7067;521;;;50;849;4520;4957;15687;6994;24;87;33;573;1624;2615;2169;16;22
16073 SAALFELD-RUDOLSTADT ;61314;45745;14729;853;;;90;1899;9922;9797;27386;11515;56;228;107;1308;3528;5538;4111;41;56
16074 SAALE-HOLZLANDKREIS ;48263;35452;11969;832;;;80;1643;8464;8038;20965;8455;45;150;103;1057;2858;4465;3386;27;35
16075 SAALE-ORLA-KREIS ;50427;36870;12817;740;;;39;1572;8375;8545;22500;8708;30;164;122;1100;3202;4785;3509;23;40
16076 GREIZ ;60389;45010;14440;932;;;93;1870;10322;9740;26526;11006;50;229;121;1357;3544;5272;4025;32;57
16077 ALTENBURGER LAND ;51509;40829;9999;648;;;57;1993;9414;8388;22273;8892;32;222;76;845;2397;3793;2805;18;54
LAND INSGESAMT ;1162296;862166;282830;17736;;;1660;37784;196375;186947;507029;218326;1041;4526;2248;24725;66590;103358;83337;683;1182
Sonstige;;;;;;;;;;;;;;;;;;;;;
INSGESAMT ;33665;17680;15213;814;;;46;879;5355;6974;13232;6587;32;164;205;2017;3985;4737;4109;30;95
Deutschland;;;;;;;;;;;;;;;;;;;;;
INSGESAMT ;;;;;;;;;;;;;;;;;;;;;
